"User Name","User Profile","User Avatar","User Location","Rating","Rating Text","Review Title","Review Text","Trip Type","Helpful Votes","Photos","Published Date","Disclaimer"
"Niklas Z","https://www.tripadvisor.com/Profile/7niklasz","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/f2/11/default-avatar-2020-23.jpg","","5","","Again and again!","Are slightly late started but it was worth the wait!! <br />Best to book the tour at sunset! Super Pilot!","","0","","Written January 17, 2025","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"hazinbint","https://www.tripadvisor.com/Profile/hazinbint","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/ea/74/default-avatar-2020-68.jpg","Czech Republic","5","Nov 2024 • Family","Miami is most beautiful from the air","The scenic flight was shorter than scheduled, but we still managed to see all the sights we wanted. The aircraft was a bit older but got us there safely. The pilot was friendly and pleasant, making the sightseeing experience enjoyable. We will definitely return for another scenic flight","Family","0","","Written January 3, 2025","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Laurent C","https://www.tripadvisor.com/Profile/224laurentc","https://media-cdn.tripadvisor.com/media/photo-m/1280/2b/15/eb/4c/caption.jpg","Bourgoin Jallieu, France","5","","Amazing experience","A warm and kind welcome from the professional teams. <br />An outstanding pilot who knows how to reassure you with a ⭐⭐⭐‐‐ pilot. A well explained tour despite my basic English. A discovery of Miami and its surroundings amazing sky view. It was my first time in a small plane and, what a beautiful experience.  Thank you and bravo!!!","","0","https://media-cdn.tripadvisor.com/media/photo-m/1280/2e/21/75/ac/caption.jpg","Written November 14, 2024","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Shaun M","https://www.tripadvisor.com/Profile/T2157IGshaunm","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/f4/d0/default-avatar-2020-33.jpg","","5","May 2024 • Couples","Miami Beach Plane Tour","Great trip and great pilot. Very professional and informative but did not over do it on the talking. He kept the plane very calm and steady for the entire flight. We saw all of miami beach and took many awesome photos. Can't beat the price also. Would definitely recommend this tour to anyone visiting miami beach.","Couples","0","https://media-cdn.tripadvisor.com/media/photo-m/1280/2c/2e/08/3f/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-m/1280/2c/2e/08/3e/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-m/1280/2c/2e/08/3d/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-m/1280/2c/2e/08/3c/caption.jpg","Written May 15, 2024","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"DJ Frustration","https://www.tripadvisor.com/Profile/DJFrustration","https://media-cdn.tripadvisor.com/media/photo-s/1d/e3/6e/7c/djfrustration.jpg","Pinecrest, FL","5","May 2024 • Family","Best time up in the sky!!!","We took my son on an incredible adventure!! Sergio our pilot was awesome and very knowledgeable about the area and sites. The trip went by so quickly!!! Could have stayed up there for hours!! Thanks, Sergio!!!","Family","0","https://media-cdn.tripadvisor.com/media/photo-w/2c/10/f2/80/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-w/2c/10/f2/7f/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-w/2c/10/f2/7e/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-m/1280/2c/10/f2/7d/caption.jpg","Written May 5, 2024","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"lucas r","https://www.tripadvisor.com/Profile/L8712VDlucasr","https://media-cdn.tripadvisor.com/media/photo-s/11/20/0f/a6/lucas-r.jpg","","5","Apr 2024 • Couples","Have to if you’re in Miami!","Experience was amazing!! Will definitely recommend everyone I can. Sergio was a great pilot and guide as we were up on the sky! Can’t get these views anywhere else.","Couples","0","https://media-cdn.tripadvisor.com/media/photo-m/1280/2b/f6/a3/ee/caption.jpg","Written April 26, 2024","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Chen S","https://www.tripadvisor.com/Profile/chenghuis2024","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/f2/59/default-avatar-2020-24.jpg","","5","Apr 2024 • Family","Overall a good experience","There was a miscommunication when I booked the tour over the phone through Viator.  I thought I was booking a Monday afternoon tour but I didn't find it out until I called the tour operator at the meeting point. Luckily the operator immediately rescheduled to a tour to one hour later and the pilot was very friendly. <br /><br />The only complain is the confusion at the meeting point. The people at the front desk do not work with the tour company. You need to call the operator with a number on a notice at the front desk. I didn't know this after having waited for more than one hour.  I tried to communicate via Viator app but no response.","Family","0","","Written April 9, 2024","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Angélique F","https://www.tripadvisor.com/Profile/47ang_liquef","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/f6/0d/default-avatar-2020-34.jpg","Larra, France","5","","Wow","Many thanks for this experience. Our pilot was fantastic and very reassuring. Seeing Miami beach from the sky is an experience to do. It's breathtaking. thanks again","","0","https://media-cdn.tripadvisor.com/media/photo-w/2b/d2/f7/38/caption.jpg","Written April 8, 2024","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Constanza C","https://www.tripadvisor.com/Profile/486constanzac","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/f6/0d/default-avatar-2020-34.jpg","","1","Mar 2024 • Family","Lack of maintenance on planes and terrible customer service","Terrible experience, don’t recommend. They schedule flights every 30 mins and don’t do maintenance between flights. When we arrived this super young pilot comes out in shorts and flip flops, barely talks to us (his name was Sergio). Once we were up in the air for 5 mins we hear him ask for permission for landing. I asked him why we were going back and he said “something was dirty in the motor but he couldn’t explain it in words I would understand”.  We arrived, he made us get off, and had us call customer service for a refund. Nobody gave us any explanations or apologies. Don’t waste your time here, find yourself a reputable company","Family","0","","Written March 18, 2024","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Ross","https://www.tripadvisor.com/Profile/Ross088","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/f1/42/default-avatar-2020-20.jpg","","5","Mar 2024 • Couples","Visit Miami by flight","A great time, the view of Miami is magnificent<br />A little attention for the photo and video in front of the plane which is a pleasure before taking off","Couples","0","https://media-cdn.tripadvisor.com/media/photo-w/2b/9b/be/d8/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-m/1280/2b/9b/be/d7/caption.jpg","Written March 11, 2024","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
