"User Name","User Profile","User Avatar","User Location","Rating","Rating Text","Review Title","Review Text","Trip Type","Helpful Votes","Photos","Published Date","Disclaimer"
"Isabella2510","https://www.tripadvisor.com/Profile/Isabella2510","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/f0/9f/default-avatar-2020-16.jpg","Seattle, WA","5","Jun 2021 • Solo","A great way to get to the San Juans!","I flew on a float plane from Seattle to Roche harbor.  This is a great way to get to the San Juan’s.  There is free parking and everyone is so nice.  The flight was perfect and the views were spectacular!  I highly recommend!","Solo","0","","Written June 12, 2021","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Amy R","https://www.tripadvisor.com/Profile/AmyERotz","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/f2/11/default-avatar-2020-23.jpg","","5","Jun 2021","Breathtaking and fun","We loved everything about this! The seaplane company coordinated seamlessly with the whale watching tour company. It was easy to get to the Renton airport via Uber from downtown Seattle. Our pilot, Jim, was phenomenal! The hanger and plane were immaculate. This was an incredible experience!","","0","https://media-cdn.tripadvisor.com/media/photo-m/1280/1d/20/95/2b/the-6-seater-beaver-we.jpg
https://media-cdn.tripadvisor.com/media/photo-m/1280/1d/20/95/26/our-faces-the-whole-ride.jpg","Written June 11, 2021","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Kai C","https://www.tripadvisor.com/Profile/318kaic","","","5","Jun 2021 • Couples","Amazing","What an amazing adventure! We booked the tour of the island, and it was a great time! Our pilot, Shane, was very knowledgeable and interesting. We would recommend this to anyone, but especially if you’ve never flown in a sea plane.","Couples","0","","Written June 9, 2021","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Shad T","https://www.tripadvisor.com/Profile/shadt2020","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/f2/59/default-avatar-2020-24.jpg","","5","May 2021 • Friends","The only way to travel to the islands","What an amazing experience.  Great views and excellent service.  All of us southenders can avoid the Seattle traffic as you leave from Renton.  Tryley the only way to travel to the islands.","Friends","0","https://media-cdn.tripadvisor.com/media/photo-m/1280/1d/11/e6/5e/seattle-to-friday-harbor.jpg
https://media-cdn.tripadvisor.com/media/photo-w/1d/11/e6/50/seattle-to-friday-harbor.jpg","Written June 1, 2021","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Sean H","https://www.tripadvisor.com/Profile/seanh752","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/e2/4a/default-avatar-2020-42.jpg","Hood River, OR","5","May 2021","No traffic up here","Flying with Northwest Seaplanes is always a treat and makes for a very manageable commute from Oregon all the way to Roche Harbor.  3 hour drive, leave the car in the secure parking lot and 50 minutes later you are on the dock on San Juan Island!  The scenery on the way up is unrivaled with beautiful views of Seattle and Puget Sound.  Curious what you are seeing below?  The pilots double as tour guides and are always willing to share what they know.","","0","","Written June 1, 2021","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"dv002i","https://www.tripadvisor.com/Profile/dv002i","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/ef/32/default-avatar-2020-12.jpg","Saint Paul, MN","5","","Best float Plane service!","Best float plane service to Friday Harbor.  Great company with friendly staff and knowledgeable pilots.  Planes are well maintained.","","0","https://media-cdn.tripadvisor.com/media/photo-o/1d/08/e7/d1/caption.jpg","Written May 26, 2021","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Robin Q","https://www.tripadvisor.com/Profile/robinq752","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/ed/00/default-avatar-2020-4.jpg","Nashville, TN","5","May 2021 • Solo","Love this company!","Friday Harbor Sea Planes are always the highlight of my trip whether coming or going from the San Juan Islands! Love this company! The shuttle to SeaTac is so convenient as well.","Solo","0","https://media-cdn.tripadvisor.com/media/photo-m/1280/1d/07/71/41/friday-harbor-to-seattle.jpg
https://media-cdn.tripadvisor.com/media/photo-m/1280/1d/07/71/40/friday-harbor-to-seattle.jpg","Written May 25, 2021","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Wayne","https://www.tripadvisor.com/Profile/mcreel5546","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/f3/e4/default-avatar-2020-30.jpg","","5","May 2021","would do it again","Everyone that worked there was very pleasant and attentive they made the trip fun. We enloyed flying with Shane","","0","","Written May 24, 2021","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Evan F","https://www.tripadvisor.com/Profile/e_finsterwald","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/ea/74/default-avatar-2020-68.jpg","","5","May 2021","Round trip flight to Friday Harbor","Friday Harbor Seaplanes was a great experience. We flew from Renton to Friday Harbor and back. Our two pilots were very knowledgeable about the area and answered any questions that we had during the flight. It essentially doubled as a tour of the area as well as a mode of transportation. Plane and hanger were very clean and they were on time.","","0","","Written May 12, 2021","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Cathy N","https://www.tripadvisor.com/Profile/424cathyn","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/e2/e6/default-avatar-2020-45.jpg","Bellevue","5","May 2021","AWESOME","Friday Harbor Air is AWESOME from pilot to office great experience always professional and our exclusive air transport!","","0","","Written May 3, 2021","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"RWB","https://www.tripadvisor.com/Profile/romeob520","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/e2/a7/default-avatar-2020-44.jpg","San Antonio, TX","5","Oct 2020","Fulfilling a request","I scheduled a solo trip with my dog to scatter my mother’s ashes over the Puget Sound as she requested.  I was coming from out of town.  We were delayed one day due to weather conditions.  Shane and Michelle were very amiable and kept open communication the whole time, thoroughly explaining the safety concerns and updating me.  We finally had an opening the next morning.  Shane was very respectful when we did the scattering.  I'm incredibly satisifed with the final results.  Highly recommend NW Seaplanes for whatever flying plans one may have.","","0","","Written October 18, 2020","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"ONTHEROADAGAINALA","https://www.tripadvisor.com/Profile/ONTHEROADAGAINALA","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/7c/01/default-avatar-2020-5.jpg","Auburn, AL","5","Sep 2020 • Couples","WONDERFUL EXPERIENCE","It was a first for us but definitely want be our last! Jim, our pilot, was very professional and knowledgeable. Friday Harbor Seaplanes are top-notch and they seem to run a first class operation.","Couples","0","https://media-cdn.tripadvisor.com/media/photo-m/1280/1b/f2/33/c0/seaplane-tour-from-friday.jpg","Written September 6, 2020","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Sarah M","https://www.tripadvisor.com/Profile/Sarahmungul","https://media-cdn.tripadvisor.com/media/photo-l/01/2a/fd/8e/avatar.jpg","","5","Sep 2020 • Couples","Incredible Trip!","This was absolutely incredible, highly recommend! The sights were beautiful and it was 100% worth it","Couples","0","https://media-cdn.tripadvisor.com/media/photo-m/1280/1b/f2/19/fc/seattle-seaplane-flight.jpg","Written September 5, 2020","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Jesse Z","https://www.tripadvisor.com/Profile/JesseZ973","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/f1/b8/default-avatar-2020-22.jpg","Atlanta, GA","5","Sep 2020 • Solo","Absolutely worth it","The condition of the aircraft is impeccable and the pilot was as professional as they come. This is an absolute must when in the Seattle area.","Solo","0","https://media-cdn.tripadvisor.com/media/photo-m/1280/1b/f1/d1/e7/northwest-seaplanes.jpg","Written September 5, 2020","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Todd","https://www.tripadvisor.com/Profile/toddsV995CS","","Seattle, WA","5","Aug 2020","excellent team","We have flown with several different services to Roche Harbor on San Juan Island<br />and we prefer Friday Harbor Seaplanes : the team are all very personable, helpful,<br />accomodative to our needs - its been a great comfort to work with them - from extra time flying over city highlights, to circling whales when they show up on our route, to scheduling times - we appreciate their personal, family approach  Todd","","0","","Written August 31, 2020","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Jody L","https://www.tripadvisor.com/Profile/ImaStewardess","https://media-cdn.tripadvisor.com/media/photo-o/03/fc/7a/9d/imastewardess.jpg","Phoenix, AZ","5","Aug 2020 • Solo","AMAZING JOURNEY!","I traveled solo to the San Juan islands. Since this was my first visit to Friday harbor I was hesitant to take a bus and ferry to get there. I booked Friday Harbor Seaplanes-It was the HIGHLIGHT of my trip! They have Scheduled service throughout the islands and they also offer shuttle pick up at SeaTac making your transition to your seaplane seamless! I was greeted at the airport at 4 PM for my 5PM flight. It was a short 20 minute drive to Renton. You could check their website for scheduled service.  If you’re planning a trip and researching transportation options do not hesitate to enjoy this adventure! Special thanks to Captain Jim and Michelle for the ROCK STAR treatment!","Solo","0","","Written August 20, 2020","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"RPeterson","https://www.tripadvisor.com/Profile/orcaspilot","","","5","Aug 2020","Simply the Best","Absolutely the best flight ever.<br /><br />Our pilot was amazing putting all passengers at ease explaining the history of the islands and tell jokes along the way.<br /><br />We were even able to view a naval submarine departing Puget Sound.","","0","","Written August 18, 2020","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Aki M","https://www.tripadvisor.com/Profile/518akim","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/ed/00/default-avatar-2020-4.jpg","","5","Aug 2020 • Family","Highlight of our anniversary trip","My wife and I enjoyed many activities on the island for our 20th anniversary, but the Seaplane flight was the highlight by far!  Our pilot was friendly and asked where we'd like to fly.  The flight was beautiful and the process was so easy.  We and our two daughters had the whole plane to ourselves which made the experience today personal.","Family","0","","Written August 14, 2020","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"ScubedCharlotte","https://www.tripadvisor.com/Profile/ScubedCharlotte","https://media-cdn.tripadvisor.com/media/photo-o/03/8d/ee/5a/scubedcharlotte.jpg","Charlotte, NC","5","Aug 2020","Must do in Seattle","This is a must during a trip to the Seattle area.  The operation and staff is excellent and very professional.  You cannot beat the view and it's amazing what you see just a few short minutes north of the city.  The San Juan Islands are magical and I wish we could have spent several days there (and you can).","","0","","Written August 13, 2020","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Olivia","https://www.tripadvisor.com/Profile/ojgraham","","San Juan Islands, WA","5","Jul 2020","Gorgeous flight!","New favorite way to travel to the San Juan Islands! Loved getting to see the islands from the air, and the convenience couldn't be beat. Just a quick 45-minute flight from Renton to Friday Harbor. <br /><br />Thanks so much for the beautiful flight! Definitely recommending this to friends and family :)","","0","","Written August 3, 2020","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Bill Michalski","https://www.tripadvisor.com/Profile/ShakesWLU","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/e9/ef/default-avatar-2020-66.jpg","","5","Aug 2020","Excellent experience","My son and I did a day roundtrip from Seattle to Friday Harbor on San Juan Island.  The experience was perfect from start to finish.  Great customer service and we were fortunate to have the plane to ourselves (probably due to COVID-19).  Our pilot was very good and helped point out some interesting places while in the sky.  Definately recommend it.","","0","","Written August 3, 2020","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"eric r","https://www.tripadvisor.com/Profile/ericr437","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/f2/b8/default-avatar-2020-26.jpg","Seattle, WA","5","Jul 2020 • Couples","First time visit to the San Juan Islands","This was our first visit to San Juan Islands. Taking a seaplane was an awesome way to see Seattle and the islands. Our Captain was great pointing out all the different sites below. The entire staff was excellent!","Couples","0","https://media-cdn.tripadvisor.com/media/photo-m/1280/1b/ac/45/6b/northwest-seaplanes.jpg
https://media-cdn.tripadvisor.com/media/photo-w/1b/ac/45/60/northwest-seaplanes.jpg
https://media-cdn.tripadvisor.com/media/photo-m/1280/1b/ac/45/55/northwest-seaplanes.jpg
https://media-cdn.tripadvisor.com/media/photo-o/1b/ac/45/38/northwest-seaplanes.jpg
https://media-cdn.tripadvisor.com/media/photo-m/1280/1b/ac/44/ff/northwest-seaplanes.jpg
https://media-cdn.tripadvisor.com/media/photo-w/1b/ac/44/e0/northwest-seaplanes.jpg","Written August 1, 2020","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Scott S","https://www.tripadvisor.com/Profile/ScottS471","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/e3/6a/default-avatar-2020-47.jpg","Beaverton","5","Jul 2020","Save the time, enjoy the flight!","Flight was so scenic, a great first leg of our trip to the San Juans!  Checkin was easy-peasy, pilot was great.  And compared to driving and ferry, the flight saves so much time.  Highly recommended.","","0","","Written July 20, 2020","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"M. OBrien","https://www.tripadvisor.com/Profile/cobrien73","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/df/99/default-avatar-2020-40.jpg","Powell, OH","5","Jul 2020","Great experience … definitely worth it!","We did a roundtrip day trip from Seattle to SJI. The team was awesome. We had great service at checkin and during both flights. Our family of 5 had a fantastic experience. The weather was great on the flight up and we had great views. A little overcast coming back but still very scenic. Each flight was right on time and very smooth. This was definitely one of the highlights of our trip. We would definitely do this again.","","0","","Written July 17, 2020","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Robert A","https://www.tripadvisor.com/Profile/lawyer47","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/f1/42/default-avatar-2020-20.jpg","Seattle, WA","5","Jun 2020","Nice flights in all respects!","Shane flew three of us up to Roche Harbor for a three day visit. Everything was perfect and safe in all respects. The Renton base is excellent and the staff is great. Will fly again!","","0","https://media-cdn.tripadvisor.com/media/photo-m/1280/1b/7b/64/9c/en-route.jpg","Written July 1, 2020","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Leo R","https://www.tripadvisor.com/Profile/241Leo","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/e7/7b/default-avatar-2020-56.jpg","Seattle, WA","5","Jun 2020","Customized Seaplane Pick-up off beach property on Lopez Island.","Had an amazing customized experience! Shane was able to pick us up right off our beach property on Lopez Island. It was a lot of fun getting to see the sea plane land close to us. They were able to tie off to a buoy in Mud bay and pick us up from our Kayaks! It was an amazing escape!<br /><br />Highly Recommend.","","0","","Written June 29, 2020","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Tasmandevil","https://www.tripadvisor.com/Profile/Tasmandevil","https://media-cdn.tripadvisor.com/media/photo-f/01/2e/70/61/avatar039.jpg","Virginia","5","Sep 2019","Great Folks - cool flight","Flew to and back from Friday Harbor.  What a cool experience.  They give ya a tour as you go over the islands.  We were fortunate enough to see a Trident sub on the way back.  Very cool.  Sadly no whales.  Great flight - smoothest take off and landing we've ever experienced.  The fly low enough for great views.  They even went out of their way to mail back my hat!  They picked us up at Sea-Tac and took us back.  Well worth the little bit extra.  Definitely a great part of our trip out to Friday Harbor.","","0","","Written October 22, 2019","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Kate N","https://www.tripadvisor.com/Profile/4Vacations","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/f3/e4/default-avatar-2020-30.jpg","Brookeville, MD","5","Sep 2019","A highlight of our trip","This was beyond fun and an extremely convenient way to get to the San Juan Islands. When you consider it as both transportation and an activity the price was quite reasonable for a truly memorable experience. Take off and landing were smoother then on land. We HIGHLY recommend using this service. Great Company!","","0","","Written October 3, 2019","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Douglas N","https://www.tripadvisor.com/Profile/DouglasN337","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/f2/b8/default-avatar-2020-26.jpg","Mill Valley, CA","5","Sep 2019","Best way to get to the islands without a car","We found out that getting to the San Juan Islands without a car is not easy!  Transportation from SeaTac to the ferry at Anacortes is iffy - shuttle bus does not coordinate with ferry schedule.  We had a time crunch, so the Friday Harbor Seaplane was our best option and great fun.  Picked us up at SeaTac and brought us to their seaplane base in Renton for the 50 min. flight to Friday Harbor.  Made a brief stop at Roche Harbor first, so we got a tour of the entire San Juan Island.  Great service if you can afford a few extra dollars.","","0","","Written October 2, 2019","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"enjoythehounds","https://www.tripadvisor.com/Profile/enjoythehounds","https://media-cdn.tripadvisor.com/media/photo-o/09/e0/1d/d7/enjoythehounds.jpg","Durango, CO","5","Sep 2019","Experience not to be missed","So much fun and the pilot was very informative.  The only way to travel to the Islands!  Love landing on the water and pulling up to the dock like a boat to our destination","","0","","Written October 1, 2019","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Sheena M","https://www.tripadvisor.com/Profile/sheenam994","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/df/2b/default-avatar-2020-39.jpg","","5","Sep 2019","Great experience","We really enjoyed this trip and would recommend it to everyone . I thought that it might be a bit shaky but it was smooth and a fantastic ride.","","0","","Written October 1, 2019","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Heather R","https://www.tripadvisor.com/Profile/G1209IUheatherr","https://media-cdn.tripadvisor.com/media/photo-o/19/66/b2/30/avatar.jpg","Petaluma, CA","5","Sep 2019 • Solo","Awesome pilot","Wanted to give a huge shout out to Charles at friday harbor seaplanes I was one of his last flights of the season and he was awesome had me laughing the whole time it was really a treat for my first experience in a seaplane plus I was the only passenger and got to sit co-pilot my return flight was great too <br />So thank you very much when I return next year I will flying with you guys again","Solo","0","https://media-cdn.tripadvisor.com/media/photo-o/19/6c/ca/29/20190927-112709-largejpg.jpg
https://media-cdn.tripadvisor.com/media/photo-o/19/6c/ca/28/20190927-112348-largejpg.jpg
https://media-cdn.tripadvisor.com/media/photo-o/19/6c/ca/27/20190927-110529-hdr-largejpg.jpg
https://media-cdn.tripadvisor.com/media/photo-o/19/6c/ca/26/20190927-110909-largejpg.jpg
https://media-cdn.tripadvisor.com/media/photo-o/19/6c/ca/25/20190922-155435-hdr-largejpg.jpg
https://media-cdn.tripadvisor.com/media/photo-o/19/6c/ca/24/20190922-155646-hdr-largejpg.jpg","Written September 28, 2019","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Jemailmtn","https://www.tripadvisor.com/Profile/Jemailmtn","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/f2/59/default-avatar-2020-24.jpg","Dillon, CO","5","Sep 2019 • Friends","Best flight ever!!","What an amazing experience. Totally worth the money. Safe flight and experienced pilot. Views were amazing from Friday Harbor to Seattle. Door to door excellent service. Even saw him back whales on our flight over. One of my top 10 experiences! ITS A MUST DO! ","Friends","0","https://media-cdn.tripadvisor.com/media/photo-w/19/6b/8a/8c/photo3jpg.jpg
https://media-cdn.tripadvisor.com/media/photo-w/19/6b/8a/8b/photo2jpg.jpg
https://media-cdn.tripadvisor.com/media/photo-w/19/6b/8a/8a/photo1jpg.jpg
https://media-cdn.tripadvisor.com/media/photo-w/19/6b/8a/89/photo0jpg.jpg","Written September 28, 2019","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Barrie T","https://www.tripadvisor.com/Profile/BJG-Seattle","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/e8/91/default-avatar-2020-62.jpg","Seattle, WA","5","Sep 2019 • Friends","Charter to Stehiken","Loved it. Gorgeous scenery and felt totally safe.  Best to have a “plan B” as plane ( due to weather) was unable to pick us up for our return a few days later. Still, would do it again.","Friends","0","","Written September 25, 2019","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"PandAGreensburgPA","https://www.tripadvisor.com/Profile/PandAGreensburgPA","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/ef/32/default-avatar-2020-12.jpg","Greensburg, PA","5","Sep 2019","Bucket list","I always wanted to take a seaplane flight and I finally, at age 70, got my wish, even getting to sit in the co-pilot's seat. It was a beautiful day and the pilot, Charles, did a great job explaining what to expect and what we were seeing. Take-off and landing were smooth. The trip took about 50 minutes, but the land and sea ferry trip would have taken about 4 hours. Well worth the money!","","0","","Written September 25, 2019","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"jmbuck33","https://www.tripadvisor.com/Profile/jmbuck33","https://media-cdn.tripadvisor.com/media/photo-f/01/2e/70/56/avatar029.jpg","Murfreesboro","5","Sep 2019","Great Experience and Awesome Flight","What a great experience for us on our 25th anniversary!  Dave was our pilot and provided us a great tour from Seattle to the San Juan Islands and back.  Spent 1 1/2 hours in Friday Harbor on a sunny day, had lunch and walked around in a great little town.  Dave saw a couple pods of Orcas and circled back around to give us a great view of these Orca pods....it was an awesome experience and felt very customized.  Would definitely pursue this experience again.....great time!","","0","https://media-cdn.tripadvisor.com/media/photo-o/19/5d/1b/c4/picture-of-friday-harborbeauti.jpg
https://media-cdn.tripadvisor.com/media/photo-o/19/5d/1b/c2/another-great-view-from.jpg
https://media-cdn.tripadvisor.com/media/photo-o/19/5d/1b/c0/one-of-the-islands-on.jpg
https://media-cdn.tripadvisor.com/media/photo-o/19/5d/1b/bf/coastline-of-seattle.jpg","Written September 23, 2019","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Teresa B","https://www.tripadvisor.com/Profile/teresabE4049RZ","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/f3/e4/default-avatar-2020-30.jpg","Merrimack, NH","5","Sep 2019 • Friends","Round trip flight to friday harbor.","Amazing flight! Pilot pointed out attractions. Very accommodating when I asked to change my flight from 930am to 230pm. I was the only one on the shuttle to Sea-Tac, where I was going to catch a shuttle to my hotel, they volunteered to just drive me to my hotel as it was nearby, a huge time saver and blessing. Definitely will fly with them again!!","Friends","0","","Written September 22, 2019","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Doris S","https://www.tripadvisor.com/Profile/838doriss","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/7c/01/default-avatar-2020-5.jpg","","5","Sep 2019 • Couples","Seaplane Adventure","My husband and I had a most amazing time on our seaplane ride! It actually was a last minute booking since the Clipper was sold out going to Friday Harbor and we already had hotel reservations on San Juan Island. Even though we were initially nervous because it was our first time and the plane is small the takeoff and landing were incredibly smooth! I would highly recommend booking with Friday Harbor Seaplanes. They were on time, friendly and very professional. We can’t wait to bring our kids to experience a seaplane ride! Thanks for such a wonderful first time experience!","Couples","0","","Written September 21, 2019","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Stay48333","https://www.tripadvisor.com/Profile/Stay48333","","","5","Sep 2019","Absolutely the easiest way to get to Roche Harbor and the San Juan's.","We have a cabin in the Roche Harbor area and have been going up multiple times a year.  During those years we have used every means of transport to get back and forth, boats, ferries, Wheeled planes and seaplanes.  By far the easiest is through Friday Harbor Sea Planes.  They are very reliable and outstanding customer service.","","0","","Written September 13, 2019","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"5hacienda","https://www.tripadvisor.com/Profile/5hacienda","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/f1/42/default-avatar-2020-20.jpg","Maple Valley, WA","5","Sep 2019","Excellent Company, Excellent Service!","For the last two years, my dog and I (along with friends and family) have flown both regular scheduled flights and  chartered flights from Renton to/from Gulf Islands, Desolation Sound and Friday Harbor. This is an amazing company, and everyone you deal with from customer service for reservations/flight information to the pilots you fly with are 100% professional, friendly & fun and make your seaplane trip a truly pleasurable and super safe experience! The planes are meticulously maintained and love that they have headsets so that you can communicate with the pilot and other passengers (not to mention cut down on the engine noise)  and if requested they have a ramp to make boarding easier for your dog :). This week there were tourists on my flight back from Friday Harbor and Shane our pilot made a point of showing different sights and giving the history on quite a few places of interest along the way. Its the extra touches that makes Northwest Seaplanes my go to Seaplane company, and my number one referral for anyone needing a Seaplane flight. See you all next summer if not before, and Piper sends a big WOOF of approval too!<br /><br />","","0","","Written September 12, 2019","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Will K","https://www.tripadvisor.com/Profile/wketcham","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/ea/2e/default-avatar-2020-67.jpg","Seattle, WA","5","Aug 2019","Flight back from San Juans","Great.   Super easy on reserving.  On time.  Very professional.   Great equipment and safety awareness.   Very nice in each interaction.   Made me feel I was with a first class operation.  Renton airport is very easy for SeaTac.","","0","","Written September 10, 2019","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"GTait","https://www.tripadvisor.com/Profile/tait_gui","https://media-cdn.tripadvisor.com/media/photo-o/1a/78/fd/db/tait-gui.jpg","Virginia Beach, VA","5","Sep 2019 • Solo","Amazing","I’ve used their service several times from Renton to Roche Harbor and they have always exceeded my expectations. Highly recommend. ","Solo","0","https://media-cdn.tripadvisor.com/media/photo-w/19/2c/f3/a7/photo6jpg.jpg
https://media-cdn.tripadvisor.com/media/photo-w/19/2c/f3/a6/photo5jpg.jpg
https://media-cdn.tripadvisor.com/media/photo-w/19/2c/f3/a5/photo4jpg.jpg
https://media-cdn.tripadvisor.com/media/photo-w/19/2c/f3/a4/photo3jpg.jpg
https://media-cdn.tripadvisor.com/media/photo-w/19/2c/f3/a3/photo2jpg.jpg
https://media-cdn.tripadvisor.com/media/photo-m/1280/19/2c/f3/a2/photo1jpg.jpg
https://media-cdn.tripadvisor.com/media/photo-w/19/2c/f3/a0/photo0jpg.jpg","Written September 8, 2019","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Charles F","https://www.tripadvisor.com/Profile/580charlesf","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/e2/e6/default-avatar-2020-45.jpg","","5","Sep 2019","Great experience!","Both pilots (Andrew and Charles) were very friendly, helpful and competent which made the flight enjoyable!  The weather couldn't have been better!   Lets do it again next weekend!","","0","","Written September 3, 2019","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Skipperterrell","https://www.tripadvisor.com/Profile/Skipperterrell","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/ef/73/default-avatar-2020-13.jpg","","5","Aug 2019 • Couples","San Juan Islands","Well done in every aspect from pickup at SEATAC to return. Pilots in both directions were knowledgeable friendly and just a pleasure to be with. A perfect transport to a truly amazing place.","Couples","0","https://media-cdn.tripadvisor.com/media/photo-m/1280/18/f9/0c/8a/friday-harbor-to-seattle.jpg
https://media-cdn.tripadvisor.com/media/photo-m/1280/18/f9/0c/87/friday-harbor-to-seattle.jpg","Written August 27, 2019","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Steven R","https://www.tripadvisor.com/Profile/SHRBHM","https://media-cdn.tripadvisor.com/media/photo-s/0d/66/42/86/steven-r.jpg","Austin, TX","5","Aug 2019","Roche Harbor to Renton was a blast! Best way home from a family reunion on San Juan.","I have flown in small planes before, but never a seaplane.  The experience was as great as I had hoped. Taking off from the water was exhilarating. Terrific low altitude views of the islands and the vast Salish Sea.  Flight was super smooth. Almost too smooth; I’d hope for a little bit of small plane motion but only got that as we banked to make our approach into Renton. The young woman shuttle driver to SeaTac was personable, fun and professional. En route to SeaTac I asked her about flights to Alderbrook next summer. I am hooked!","","0","","Written August 26, 2019","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
