"User Name","User Profile","User Avatar","User Location","Rating","Rating Text","Review Title","Review Text","Trip Type","Helpful Votes","Photos","Published Date","Disclaimer"
"LilianaFerrusquia","https://www.tripadvisor.com/Profile/LilianaFerrusquia","https://media-cdn.tripadvisor.com/media/photo-o/08/89/dc/3d/lilianaferrusquia.jpg","Tepotzotlan, Mexico","5","","Totally recommend","Was a wonderful view, totally recommend, all the flight was amazing, you can see the rivers, the mountains, and the magnificent Denali. <br /><br />All the employees are very polite and professional.","","0","https://media-cdn.tripadvisor.com/media/photo-w/2f/17/2f/2c/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-m/1280/2f/17/2f/2b/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-m/1280/2f/17/2f/2a/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-w/2f/17/2f/29/caption.jpg","Written February 26, 2025","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Alaska_UrsosArctos","https://www.tripadvisor.com/Profile/Alaska_UrsosArctos","https://media-cdn.tripadvisor.com/media/photo-m/1280/17/d6/7a/41/alaska-ursosarctos.jpg","Vienna, Austria","5","Feb 2025 • Solo","Grand Views Around Talkeetna","When visiting Talkeetna going on a flightseeing tour is a must, and having selected Talkeetna Air Taxi was an excellent choice. The weather could have not been better. This absolutely magic day yielded grand views of the range, and of course in particular Denali. I travel through Alaska since 2010, and I go on a flightsee every time I visit, and I visit twice a year. It's simply magic, and Talkeetna Air Taxi ensures that every trip is special. Just awesome!!!!!","Solo","0","https://media-cdn.tripadvisor.com/media/photo-m/1280/2e/bb/84/e1/caption.jpg","Written February 2, 2025","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Ed C","https://www.tripadvisor.com/Profile/523edc","https://media-cdn.tripadvisor.com/media/photo-s/06/3c/eb/cc/ed-c.jpg","Bozeman, MT","5","","Breathtakingly Awesomeness","What an amazing experience. This was definitely a top three if everything we have done all over the world. The whole operation was top notch.  Always felt safe. The pilot ,Andy, explained everything throughout the flight and landing.  He ga e both sides of the plane their own opportunities to see each view throughout the flight.  His approach and takeoff from the glacier was super smooth.  The time on the glacier was breathtaking. Every aspect of this flight spot on. Would highly recommend to everyone that comes to Talkeetna.","","0","https://media-cdn.tripadvisor.com/media/photo-w/2d/f0/4e/7f/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-w/2d/f0/4e/7e/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-w/2d/f0/4e/7d/caption.jpg","Written October 30, 2024","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Nitish S","https://www.tripadvisor.com/Profile/NitishS262","https://media-cdn.tripadvisor.com/media/photo-s/0d/ab/eb/e2/nitish-s.jpg","","5","Oct 2024 • Solo","Must do tour in Alaska!","The glacier landing tour was hands-down THE best part of my Alaska trip. The pilot was very informative and explained in great detail about the various kinds of glaciers. The landing on the glacier was smooth. The views from the plane were surreal.","Solo","0","https://media-cdn.tripadvisor.com/media/photo-m/1280/2d/cd/02/5f/caption.jpg","Written October 16, 2024","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Don P","https://www.tripadvisor.com/Profile/donp113","https://media-cdn.tripadvisor.com/media/photo-o/2d/a9/97/b9/donp113.jpg","New Jersey","5","Aug 2024 • Couples","Phenomenal experience!","Viewing the landscape this way is a must. We were so amazed by the beauty and feel so lucky we were able to do. The whole TAT staff and crew were great from check in to check out - props to Liz who was so sweet and helpful and put us right at ease (plus has the best hair in Alaska) and our pilot Cade who was awesome, gave us a smooth and relaxing ride.  Hope to get back someday. Highly recommend TAT.","Couples","0","https://media-cdn.tripadvisor.com/media/photo-m/1280/2d/a9/85/28/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-m/1280/2d/a9/85/27/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-m/1280/2d/a9/85/26/caption.jpg","Written September 29, 2024","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"terryfl1","https://www.tripadvisor.com/Profile/terryfl1","https://media-cdn.tripadvisor.com/media/photo-s/05/0c/0d/9b/terryfl1.jpg","orlando florida","5","Sep 2024 • Couples","Incredible experience and views.  Add this to your Alaska bucket list.","This was a last minute decision and so glad we did it.  Cory was super helpful and the entire staff was incredibly friendly.  Our pilot Tim was great, offering just the right amount of narration and a great playlist.  The views were spectacular and the glacier landing was very cool.  All and all I would highly recommend this company and this experience.","Couples","0","","Written September 29, 2024","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Marcia M","https://www.tripadvisor.com/Profile/FellowTraveler427236","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/e7/99/default-avatar-2020-57.jpg","","5","Sep 2024 • Friends","Amazing Adventure","We had an amazing experience after the weather cleared. The pilot was very informative and the trip was safe and soooo beautiful. Worth every penny and worth the wait! It was breathtaking and we were so happy we took this tour. Thank you so much.","Friends","0","https://media-cdn.tripadvisor.com/media/photo-m/1280/2d/a4/f7/90/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-m/1280/2d/a4/f7/8f/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-w/2d/a4/f7/8e/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-w/2d/a4/f7/8d/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-w/2d/a4/f7/8c/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-w/2d/a4/f7/8b/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-w/2d/a4/f7/8a/caption.jpg","Written September 27, 2024","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Adventurer237639","https://www.tripadvisor.com/Profile/Adventurer237639","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/de/e7/default-avatar-2020-37.jpg","","5","Sep 2024 • Family","Can’t Leave Alaska without This Experience!","Words cannot fully express, but here’s to trying…The views are enormous and unlike any I’ve ever witnessed. The pilot was extremely knowledgeable. The experience of being in a plane landing and taking off in the snow is indescribable. We had previously booked the flight a day later, but the wonderful staff was able to change our date because of the clear weather and availability. Seeing the evening sun (4 pm flight) in our photos was simply gorgeous. I can’t give this crew enough stars! (Our flight was the Grand Denali with Glacier Landing.)","Family","0","https://media-cdn.tripadvisor.com/media/photo-m/1280/2d/9c/12/00/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-m/1280/2d/9c/11/ff/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-m/1280/2d/9c/11/fe/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-w/2d/9c/11/fd/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-m/1280/2d/9c/11/fc/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-w/2d/9c/11/fb/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-w/2d/9c/11/fa/caption.jpg","Written September 23, 2024","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"T V","https://www.tripadvisor.com/Profile/tvoelgranada","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/e9/bb/default-avatar-2020-65.jpg","El Granada, CA","5","Sep 2024 • Family","Amazing Denali Experience","Denali was partially hidden by clouds. The scenery leading up to Denali and the glacier landing were breath taking. This is a must do to experience Denali. Shannon front desk lady was a delight. Flight crew Asa and Richard were top notch. We were rescheduled several times due to weather. They won’t fly unless it’s safe. So clear your calendar and make yourself available to better your chances. We plan to come back and do another flight seeing tour with this outfit on our next Alaska trip. Yes I highly recommend.","Family","0","","Written September 20, 2024","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"57Lulu","https://www.tripadvisor.com/Profile/57Lulu","https://media-cdn.tripadvisor.com/media/photo-o/24/ef/17/a9/57lulu.jpg","Florida","4","Aug 2024 • Couples","A good experience","Unfortunately, it was cloudy and drizzling on our day of the scheduled ride and we couldn't do the glacier landing route.  I wanted to write a review and let those with potential air or car sickness, like my husband, you do not have to worry about it.  The plane is small and seats are tight but the takeoff, landing and ride itself is very smooth even with elevation changes.  We actually went through a snow squall during our flight which was interesting.  Although it was not our original plan, we were glad we decided to go up and fly over the tundra and the deepest ice in Alaska, a memory we always will have.","Couples","0","https://media-cdn.tripadvisor.com/media/photo-o/2d/77/7f/69/caption.jpg","Written September 14, 2024","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
